PARCEL_PIN,SOURCE,ZONING_DISTRICT,FUTURE_LAND_USE,SUBDIVISION_NAME
0172106105030,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106105031,COT,SFD,"Parks, Trails, and Open Space",HOLLY POINT SUB FINAL PLAT
0172106105031,COT,SFD,"Parks, Trails, and Open Space",HOLLY POINT SUB FINAL PLAT
0172106105031,COT,SFD,"Parks, Trails, and Open Space",HOLLY POINT SUB FINAL PLAT
0172106105031,COT,SFD,"Parks, Trails, and Open Space",HOLLY POINT SUB FINAL PLAT
0172106105031,COT,SFD,"Parks, Trails, and Open Space",HOLLY POINT SUB FINAL PLAT
0172106106016,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106106017,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106106018,COT,SFD,"Parks, Trails, and Open Space",HOLLY POINT SUB FINAL PLAT
0172106106018,COT,SFD,"Parks, Trails, and Open Space",HOLLY POINT SUB FINAL PLAT
0172106106025,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106106026,COT,SFD,"Parks, Trails, and Open Space",HOLLY POINT SUB FINAL PLAT
0172106106032,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB AMD NO 3
0172106106032,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106106033,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB AMD NO 3
0172106106033,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106106034,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB AMD NO 3
0172106106034,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106106035,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB AMD NO 3
0172106106035,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106107002,COT,RE,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106107009,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106107010,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106107011,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106107013,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106107013,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB REPLAT TRACT A
0172106107014,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106107014,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106107014,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB REPLAT TRACT A
0172106107014,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB REPLAT TRACT A
0172106107015,COT,RE,"Parks, Trails, and Open Space",HOLLY POINT SUB FINAL PLAT
0172106107015,COT,RE,"Parks, Trails, and Open Space",NOTTS LANDING
0172106107015,COT,SFD,"Parks, Trails, and Open Space",HOLLY POINT SUB FINAL PLAT
0172106108001,COT,SFD,"Parks, Trails, and Open Space",SKYLAKE RANCH PUD
0172106108014,COT,SFD,"Parks, Trails, and Open Space",SKYLAKE RANCH PUD
0172106109015,COT,SFD,"Parks, Trails, and Open Space",SKYLAKE RANCH PUD
0172106111001,COT,SFA,"Parks, Trails, and Open Space",SKYLAKE RANCH PUD
0172106111025,COT,CR,"Parks, Trails, and Open Space",SKYLAKE RANCH PUD
0172106111025,COT,SFA,"Parks, Trails, and Open Space",
0172106111025,COT,SFA,"Parks, Trails, and Open Space",SKYLAKE RANCH AMENDMENT 5
0172106111025,COT,SFA,"Parks, Trails, and Open Space",SKYLAKE RANCH PUD
0172106113001,COT,SFA,"Parks, Trails, and Open Space",SKYLAKE RANCH PUD
0172106113001,COT,SFD,"Parks, Trails, and Open Space",SKYLAKE RANCH PUD
0172106114029,COT,SFD,"Parks, Trails, and Open Space",SKYLAKE RANCH PUD
0172106114045,COT,SFD,"Parks, Trails, and Open Space",SKYLAKE RANCH PUD
0172106115001,COT,SFD,"Parks, Trails, and Open Space",SKYLAKE RANCH PUD
0172106115001,COT,SFD,"Parks, Trails, and Open Space",SKYLAKE RANCH PUD
0172106116015,COT,SFD,"Parks, Trails, and Open Space",SKYLAKE RANCH PUD
0172106116015,COT,SFD,"Parks, Trails, and Open Space",SKYLAKE RANCH PUD
0172106116015,COT,SFD,"Parks, Trails, and Open Space",SKYLAKE RANCH PUD
0172106116015,COT,SFD,"Parks, Trails, and Open Space",SKYLAKE RANCH PUD
0172106116015,COT,SFD,"Parks, Trails, and Open Space",SKYLAKE RANCH PUD
0172106116016,COT,POS,Single-Family Neighborhoods,SKYLAKE RANCH PUD
0172106116017,COT,POS,Single-Family Neighborhoods,SKYLAKE RANCH PUD
0172106116025,COT,SFD,"Parks, Trails, and Open Space",SKYLAKE RANCH PUD
0172106117011,COT,CR,"Parks, Trails, and Open Space",SKYLAKE RANCH AMENDMENT 5
0172106117011,COT,SFA,Commercial,SKYLAKE RANCH AMENDMENT 5
0172106117011,COT,SFA,"Parks, Trails, and Open Space",SKYLAKE RANCH AMENDMENT 5
0172106120008,COT,RE,Single-Family Neighborhoods,NOTTS LANDING
0172106120009,COT,RE,Single-Family Neighborhoods,NOTTS LANDING
0172106120010,COT,POS,Single-Family Neighborhoods,NOTTS LANDING
0172106120010,COT,RE,Single-Family Neighborhoods,NOTTS LANDING
0172106120011,COT,SFD,"Parks, Trails, and Open Space",NOTTS LANDING
0172106202011,COT,SFD,"Parks, Trails, and Open Space",
0172106202011,COT,SFD,"Parks, Trails, and Open Space",BRIAR RIDGE FILING 1
0172106202011,COT,SFD,"Parks, Trails, and Open Space",BRIAR RIDGE FILING 1
0172106203001,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 1
0172106203002,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 1
0172106203003,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 1
0172106203004,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 1
0172106203005,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 1
0172106203006,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 1
0172106203007,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 1
0172106203008,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 1
0172106203009,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 1
0172106204025,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 2
0172106205002,COT,SFD,"Parks, Trails, and Open Space",BRIAR RIDGE FILING 1
0172106205003,COT,SFD,"Parks, Trails, and Open Space",BRIAR RIDGE FILING 1
0172106205004,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 1
0172106205005,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 1
0172106205006,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 1
0172106205007,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 1
0172106205008,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 1
0172106205009,COT,SFD,"Parks, Trails, and Open Space",BRIAR RIDGE FILING 1
0172106205009,COT,SFD,"Parks, Trails, and Open Space",BRIAR RIDGE FILING 1
0172106205009,COT,SFD,"Parks, Trails, and Open Space",BRIAR RIDGE FILING 1
0172106205009,COT,SFD,"Parks, Trails, and Open Space",BRIAR RIDGE FILING 2
0172106205010,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 1
0172106205012,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 1
0172106205019,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 2
0172106205020,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 2
0172106205021,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 2
0172106205022,COT,POS,Single-Family Neighborhoods,
0172106205022,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 2
0172106205023,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 4 AMENDED
0172106205027,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 4 AMENDED
0172106205028,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 4 AMENDED
0172106205029,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 4 AMENDED
0172106212002,COT,POS,Single-Family Neighborhoods,
0172106213009,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 3
0172106213013,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 3
0172106213014,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 3
0172106213015,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 3
0172106213016,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 3
0172106213017,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 3
0172106213018,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 3
0172106213019,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 3
0172106213020,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 3
0172106214006,COT,SFD,"Parks, Trails, and Open Space",BRIAR RIDGE FILING 3
0172106216011,COT,SFD,"Parks, Trails, and Open Space",BRIAR RIDGE FILING 3
0172106216012,COT,SFD,"Parks, Trails, and Open Space",BRIAR RIDGE FILING 3
0172106216013,COT,SFD,"Parks, Trails, and Open Space",BRIAR RIDGE FILING 3
0172106216014,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 3
0172106216015,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 3
0172106216016,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 3
0172106216017,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 3
0172106217001,COT,SFD,"Parks, Trails, and Open Space",BRIAR RIDGE FILING 3
0172106218019,COT,SFD,"Parks, Trails, and Open Space",BRIAR RIDGE FILING 3
0172106218025,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 4 AMENDED
0172106218026,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 4 AMENDED
0172106218027,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 4 AMENDED
0172106218028,COT,SFD,"Parks, Trails, and Open Space",BRIAR RIDGE FILING 3
0172106218028,COT,SFD,"Parks, Trails, and Open Space",BRIAR RIDGE FILING 4 AMENDED
0172106218028,COT,SFD,"Parks, Trails, and Open Space",BRIAR RIDGE FILING 4 AMENDED
0172106218028,COT,SFD,"Parks, Trails, and Open Space",BRIAR RIDGE FILING 4 AMENDED
0172106218040,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 4 AMENDED
0172106218041,COT,POS,Single-Family Neighborhoods,BRIAR RIDGE FILING 4 AMENDED
0172106224001,COT,POS,Mixed Residential Neighborhoods,OAKSHIRE PUD
0172106225001,COT,SFD,"Parks, Trails, and Open Space",NOTTS LANDING
0172106225001,COT,SFD,"Parks, Trails, and Open Space",NOTTS LANDING
0172106304001,COT,POS,Single-Family Neighborhoods,WOODGLEN FILING 6
0172106304002,COT,POS,Single-Family Neighborhoods,WOODGLEN FILING 6
0172106316046,COT,SFD,Institutional,
0172106316046,COT,SFD,Institutional,WOODGLEN FILING 6
0172106402016,COT,POS,Single-Family Neighborhoods,WOODGLEN FILING 6
0172106410003,COT,POS,Single-Family Neighborhoods,WOODGLEN FILING 7
0172106410012,COT,POS,Single-Family Neighborhoods,WOODGLEN FILING 7
0172106410013,COT,SFD,"Parks, Trails, and Open Space",WOODGLEN FILING 7
0172106419003,COT,POS,Single-Family Neighborhoods,WOODGLEN FILING 8
0172106419004,COT,POS,Single-Family Neighborhoods,WOODGLEN FILING 8
0172106419015,COT,SFD,"Parks, Trails, and Open Space",WOODGLEN FILING 8
0172106424001,COT,RE,Single-Family Neighborhoods,NOTTS LANDING
0172106424008,COT,RE,Single-Family Neighborhoods,NOTTS LANDING
0172106424009,COT,RE,Single-Family Neighborhoods,NOTTS LANDING
0172106424010,COT,RE,Single-Family Neighborhoods,NOTTS LANDING
0172106424011,COT,RE,Single-Family Neighborhoods,NOTTS LANDING
0172106424012,COT,RE,Single-Family Neighborhoods,NOTTS LANDING
0172106424013,COT,RE,Single-Family Neighborhoods,NOTTS LANDING
0172106424014,COT,RE,Single-Family Neighborhoods,NOTTS LANDING
0172106424015,COT,RE,Single-Family Neighborhoods,NOTTS LANDING
0172106424016,COT,RE,Single-Family Neighborhoods,NOTTS LANDING
0172106424017,COT,RE,Single-Family Neighborhoods,NOTTS LANDING
0172106424018,COT,RE,Single-Family Neighborhoods,NOTTS LANDING
0172106424019,COT,RE,Single-Family Neighborhoods,NOTTS LANDING
0172106424020,COT,RE,Single-Family Neighborhoods,NOTTS LANDING
0172106424021,COT,POS,Single-Family Neighborhoods,NOTTS LANDING
0172106424021,COT,RE,"Parks, Trails, and Open Space",NOTTS LANDING
0172106424021,COT,RE,Single-Family Neighborhoods,NOTTS LANDING
0172106424022,COT,POS,Single-Family Neighborhoods,NOTTS LANDING
0172106424023,COT,POS,Single-Family Neighborhoods,NOTTS LANDING
0172106424024,COT,POS,Single-Family Neighborhoods,NOTTS LANDING
0172106424025,COT,POS,Single-Family Neighborhoods,NOTTS LANDING
0172106424026,COT,POS,Single-Family Neighborhoods,NOTTS LANDING
0172106424027,COT,POS,Single-Family Neighborhoods,NOTTS LANDING
0172106424028,COT,RE,Single-Family Neighborhoods,NOTTS LANDING
0172106424029,COT,RE,Single-Family Neighborhoods,NOTTS LANDING
0172106424030,COT,RE,Single-Family Neighborhoods,NOTTS LANDING
0172106427031,COT,SFD,"Parks, Trails, and Open Space",NOTTS LANDING
0172106427033,COT,POS,Single-Family Neighborhoods,NOTTS LANDING
0172107102028,COT,POS,Single-Family Neighborhoods,GRANGE CREEK FLG NO 5 PUD
0172107102029,COT,POS,Single-Family Neighborhoods,GRANGE CREEK FLG NO 5 PUD
0172107102030,COT,POS,Single-Family Neighborhoods,GRANGE CREEK FLG NO 5 PUD
0172107102031,COT,POS,Single-Family Neighborhoods,GRANGE CREEK FLG NO 5 PUD
0172107102034,COT,POS,Single-Family Neighborhoods,GRANGE CREEK FLG NO 5 PUD
0172107102035,COT,POS,Single-Family Neighborhoods,GRANGE CREEK FLG NO 5 PUD
0172107102036,COT,POS,Single-Family Neighborhoods,GRANGE CREEK FLG NO 5 PUD
0172107102037,COT,POS,Single-Family Neighborhoods,GRANGE CREEK FLG NO 5 PUD
0172107102038,COT,POS,Single-Family Neighborhoods,GRANGE CREEK FLG NO 5 PUD
0172107102039,COT,SFD,"Parks, Trails, and Open Space",GRANGE CREEK FLG NO 7 PUD
0172107102039,COT,SFD,"Parks, Trails, and Open Space",GRANGE CREEK PHASE ONE PUD F3
0172107102039,COT,SFD,"Parks, Trails, and Open Space",GRANGE CREEK PHASE ONE PUD F3
0172107117001,COT,SFD,"Parks, Trails, and Open Space",GRANGE CREEK FLG NO 5 PUD
0172107117001,COT,SFD,"Parks, Trails, and Open Space",GRANGE CREEK FLG NO 7 PUD
0172107117001,COT,SFD,"Parks, Trails, and Open Space",GRANGE CREEK FLG NO 7 PUD
0172107117001,COT,SFD,"Parks, Trails, and Open Space",GRANGE CREEK FLG NO 7 PUD
0172107117002,COT,POS,Single-Family Neighborhoods,GRANGE CREEK FLG NO 5 PUD
0172107117003,COT,POS,Single-Family Neighborhoods,GRANGE CREEK FLG NO 5 PUD
0172107117004,COT,POS,Single-Family Neighborhoods,GRANGE CREEK FLG NO 5 PUD
0172107117005,COT,POS,Single-Family Neighborhoods,GRANGE CREEK FLG NO 5 PUD
0172107117006,COT,POS,Single-Family Neighborhoods,GRANGE CREEK FLG NO 5 PUD
0172107117007,COT,POS,Single-Family Neighborhoods,GRANGE CREEK FLG NO 5 PUD
0172107117009,COT,POS,Single-Family Neighborhoods,GRANGE CREEK FLG NO 5 PUD
0172107119015,COT,POS,Single-Family Neighborhoods,GRANGE CREEK FLG NO 7 PUD
0172107119016,COT,POS,Single-Family Neighborhoods,GRANGE CREEK FLG NO 7 PUD
0172107119017,COT,POS,Single-Family Neighborhoods,GRANGE CREEK FLG NO 7 PUD
0172107119018,COT,POS,Single-Family Neighborhoods,GRANGE CREEK FLG NO 7 PUD
0172107119019,COT,POS,Single-Family Neighborhoods,GRANGE CREEK FLG NO 7 PUD
0172107119020,COT,POS,Single-Family Neighborhoods,GRANGE CREEK FLG NO 7 PUD
0172107119021,COT,POS,Single-Family Neighborhoods,GRANGE CREEK FLG NO 5 PUD
0172107119021,COT,POS,Single-Family Neighborhoods,GRANGE CREEK FLG NO 7 PUD
0172107119022,COT,SFD,"Parks, Trails, and Open Space",GRANGE CREEK FLG NO 7 PUD
0172107119022,COT,SFD,"Parks, Trails, and Open Space",GRANGE CREEK FLG NO 7 PUD
0172107211014,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107211015,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107211016,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107211017,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107211018,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107211019,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107211020,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107211021,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107211022,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107211023,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107211024,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107211025,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107211026,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107211027,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107211028,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107211029,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107211030,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107211031,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107211032,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107211033,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107211034,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107211035,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107211035,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107211036,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107211037,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107211038,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107211039,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107211040,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107211041,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107211042,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107211043,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107211044,COT,SFD,"Parks, Trails, and Open Space",GRANGE CREEK FLG NO 1
0172107211045,COT,SFD,"Parks, Trails, and Open Space",GRANGE CREEK PHASE 1 PUD FLG 8
0172107211045,COT,SFD,"Parks, Trails, and Open Space",GRANGE CREEK PHASE 1 PUD FLG 8
0172107212001,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107212010,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107212011,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107212012,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107212013,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107212014,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107212015,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107212016,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107212017,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107212020,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107212021,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107212022,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107212023,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107216001,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107216002,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107216003,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107216004,COT,POS,Single-Family Neighborhoods,GRANGE CREEK PHASE 1 FLG NO 4
0172107300011,COT,SFD,"Parks, Trails, and Open Space",
0172107300011,COT,SFD,"Parks, Trails, and Open Space",
0172107300011,COT,SFD,"Parks, Trails, and Open Space",
0172107300011,COT,SFD,"Parks, Trails, and Open Space",
0172107300011,COT,SFD,"Parks, Trails, and Open Space",
0172107300011,COT,SFD,"Parks, Trails, and Open Space",
0172107300011,COT,SFD,"Parks, Trails, and Open Space",
0172107307001,COT,POS,Single-Family Neighborhoods,WYNDEMERE FILING 1
0172107307002,COT,POS,Single-Family Neighborhoods,WYNDEMERE FILING 1
0172107307003,COT,POS,Single-Family Neighborhoods,WYNDEMERE FILING 1
0172107307004,COT,POS,Single-Family Neighborhoods,WYNDEMERE FILING 1
0172107307008,COT,POS,Single-Family Neighborhoods,WYNDEMERE FILING 1
0172107307009,COT,POS,Single-Family Neighborhoods,WYNDEMERE FILING 1
0172107307010,COT,POS,Single-Family Neighborhoods,WYNDEMERE FILING 1
0172107307011,COT,POS,Single-Family Neighborhoods,
0172107307011,COT,POS,Single-Family Neighborhoods,WYNDEMERE FILING 1
0172107307012,COT,POS,Single-Family Neighborhoods,
0172107307012,COT,POS,Single-Family Neighborhoods,WYNDEMERE FILING 1
0172107307012,COT,POS,Single-Family Neighborhoods,WYNDEMERE PARK
